Date, Open, High, Low, Close, Volume
01/13/23, 132.03, 134.92, 131.66, 134.76, 57809719
01/12/23, 133.88, 134.26, 131.44, 133.41, 71379648
01/11/23, 131.25, 133.51, 130.46, 133.49, 69458953
01/10/23, 130.26, 131.2636, 128.12, 130.73, 63896160
01/09/23, 130.465, 133.41, 129.89, 130.15, 70790805
01/06/23, 126.01, 130.29, 124.89, 129.62, 87754719
01/05/23, 127.13, 127.77, 124.76, 125.02, 80962711
01/04/23, 126.89, 128.6557, 125.08, 126.36, 89113633
01/03/23, 130.28, 130.90, 124.17, 125.07, 112117508
12/30/22, 128.41, 129.95, 127.43, 129.93, 77034211
12/29/22, 127.99, 130.4814, 127.73, 129.61, 75703711
12/28/22, 129.67, 131.0275, 125.87, 126.04, 85438391
12/27/22, 131.38, 131.41, 128.72, 130.03, 69007828
12/23/22, 130.92, 132.415, 129.64, 131.86, 63814887
12/22/22, 134.352, 134.56, 130.30, 132.23, 77852109
12/21/22, 132.98, 136.81, 132.75, 135.45, 85927992
12/20/22, 131.39, 133.25, 129.89, 132.30, 77432812
12/19/22, 135.11, 135.20, 131.32, 132.37, 79592609
12/16/22, 136.685, 137.65, 133.73, 134.51, 160156891
12/15/22, 141.11, 141.80, 136.025, 136.50, 98931914
12/14/22, 145.35, 146.655, 141.16, 143.21, 82291188
12/13/22, 149.50, 149.9692, 144.24, 145.47, 93886156
12/12/22, 142.70, 144.50, 141.06, 144.49, 70462648
12/09/22, 142.34, 145.57, 140.90, 142.16, 76097008
12/08/22, 142.36, 143.52, 141.10, 142.65, 62128340
12/07/22, 142.19, 143.37, 140.00, 140.94, 69721086
12/06/22, 147.075, 147.30, 141.92, 142.91, 64727191
12/05/22, 147.77, 150.9199, 145.77, 146.63, 68826438
12/02/22, 145.96, 148.00, 145.65, 147.81, 65447449
12/01/22, 148.21, 149.13, 146.61, 148.31, 71250414
11/30/22, 141.395, 148.72, 140.55, 148.03, 111380898
11/29/22, 144.29, 144.81, 140.355, 141.17, 83763797
11/28/22, 145.14, 146.64, 143.38, 144.22, 69346523
11/25/22, 148.305, 148.88, 147.12, 148.11, 35195859
11/23/22, 149.45, 151.83, 149.34, 151.07, 58301398
11/22/22, 148.13, 150.42, 146.925, 150.18, 51804129
11/21/22, 150.16, 150.37, 147.715, 148.01, 58724070
11/18/22, 152.305, 152.70, 149.97, 151.29, 74829570
11/17/22, 146.43, 151.48, 146.15, 150.72, 80389398
11/16/22, 149.13, 149.87, 147.29, 148.79, 64218273
11/15/22, 152.215, 153.59, 148.5613, 150.04, 89868328
11/14/22, 148.97, 150.28, 147.43, 148.28, 73374109
11/11/22, 145.82, 150.01, 144.37, 149.70, 93979672
11/10/22, 141.24, 146.87, 139.50, 146.87, 118854000
11/09/22, 138.50, 138.55, 134.5933, 134.87, 74917789
11/08/22, 140.41, 141.43, 137.49, 139.50, 89908477
11/07/22, 137.11, 139.145, 135.671, 138.92, 83374633
11/04/22, 142.09, 142.67, 134.38, 138.38, 140814797
11/03/22, 142.06, 142.80, 138.75, 138.88, 97918523
11/02/22, 148.945, 152.17, 145.00, 145.03, 93604625
11/01/22, 155.08, 155.45, 149.13, 150.65, 80379352
10/31/22, 153.155, 154.24, 151.92, 153.34, 97943172
10/28/22, 148.20, 157.50, 147.82, 155.74, 164762406
10/27/22, 148.07, 149.046, 144.13, 144.80, 109180203
10/26/22, 150.96, 151.99, 148.04, 149.35, 88436172
10/25/22, 150.09, 152.49, 149.36, 152.34, 74732289
10/24/22, 147.185, 150.23, 146.00, 149.45, 75981922
10/21/22, 142.87, 147.8479, 142.649, 147.27, 86548609
10/20/22, 143.02, 145.89, 142.65, 143.39, 64521992
10/19/22, 141.69, 144.9492, 141.50, 143.86, 61758340
10/18/22, 145.49, 146.70, 140.61, 143.75, 99136609
10/17/22, 141.065, 142.90, 140.27, 142.41, 85250945
10/14/22, 144.31, 144.52, 138.19, 138.38, 88597969
10/13/22, 134.99, 143.59, 134.37, 142.99, 113224000
10/12/22, 139.13, 140.36, 138.16, 138.34, 70433742
10/11/22, 139.90, 141.35, 138.22, 138.98, 77033672
10/10/22, 140.42, 141.89, 138.5729, 140.42, 74899000
10/07/22, 142.54, 143.10, 139.445, 140.09, 85925562
10/06/22, 145.81, 147.54, 145.22, 145.43, 68402172
10/05/22, 144.075, 147.38, 143.01, 146.40, 79470969
10/04/22, 145.03, 146.22, 144.26, 146.10, 87830062
10/03/22, 138.21, 143.07, 137.685, 142.45, 114311695
09/30/22, 141.28, 143.10, 138.00, 138.20, 124925297
09/29/22, 146.10, 146.72, 140.68, 142.48, 128138203
09/28/22, 147.64, 150.6414, 144.84, 149.84, 146691391
09/27/22, 152.74, 154.72, 149.945, 151.76, 84442734
09/26/22, 149.66, 153.7701, 149.64, 150.77, 93339406
09/23/22, 151.19, 151.47, 148.56, 150.43, 96029914
09/22/22, 152.38, 154.47, 150.91, 152.74, 86652547
09/21/22, 157.34, 158.74, 153.60, 153.72, 101696797
09/20/22, 153.40, 158.08, 153.08, 156.90, 107689797
09/19/22, 149.31, 154.56, 149.10, 154.48, 81474250
09/16/22, 151.21, 151.35, 148.37, 150.70, 162278797
09/15/22, 154.65, 155.24, 151.38, 152.37, 90481109
09/14/22, 154.785, 157.10, 153.6106, 155.31, 87965406
09/13/22, 159.90, 160.54, 153.37, 153.84, 122656602
09/12/22, 159.59, 164.26, 159.30, 163.43, 104956000
09/09/22, 155.47, 157.82, 154.75, 157.37, 68081008
09/08/22, 154.64, 156.36, 152.68, 154.46, 84923852
09/07/22, 154.825, 156.67, 153.61, 155.96, 87449570
09/06/22, 156.47, 157.09, 153.69, 154.53, 73714844
09/02/22, 159.75, 160.362, 154.965, 155.81, 76957766
09/01/22, 156.64, 158.42, 154.67, 157.96, 74229906
08/31/22, 160.305, 160.58, 157.14, 157.22, 87991086
08/30/22, 162.13, 162.56, 157.72, 158.91, 77906203
08/29/22, 161.145, 162.90, 159.82, 161.38, 73313953
08/26/22, 170.57, 171.05, 163.56, 163.62, 78960977
08/25/22, 168.78, 170.14, 168.35, 170.03, 51218207
08/24/22, 167.32, 168.11, 166.245, 167.53, 53841520
08/23/22, 167.08, 168.71, 166.65, 167.23, 54147078
08/22/22, 169.69, 169.86, 167.135, 167.57, 69026805
08/19/22, 173.03, 173.74, 171.3101, 171.52, 70346305
08/18/22, 173.75, 174.90, 173.12, 174.15, 62290078
08/17/22, 172.77, 176.15, 172.57, 174.55, 79542039
08/16/22, 172.78, 173.71, 171.6618, 173.03, 56377047
08/15/22, 171.52, 173.39, 171.345, 173.19, 54091688
08/12/22, 169.82, 172.17, 169.40, 172.10, 68039375
08/11/22, 170.06, 170.99, 168.19, 168.49, 57149160
08/10/22, 167.68, 169.34, 166.90, 169.24, 70170547
08/09/22, 164.02, 165.82, 163.25, 164.92, 63135500
08/08/22, 166.37, 167.81, 164.20, 164.87, 60362340
08/05/22, 163.21, 165.85, 163.00, 165.35, 56696992
08/04/22, 166.005, 167.19, 164.43, 165.81, 55474141
08/03/22, 160.84, 166.59, 160.75, 166.13, 82507484
08/02/22, 160.10, 162.41, 159.63, 160.01, 59907031
08/01/22, 161.01, 163.59, 160.89, 161.51, 67829375
07/29/22, 161.24, 163.63, 159.50, 162.51, 101786898
07/28/22, 156.98, 157.64, 154.41, 157.35, 81378727
07/27/22, 152.58, 157.33, 152.16, 156.79, 78620688
07/26/22, 152.265, 153.085, 150.80, 151.60, 55138688
07/25/22, 154.01, 155.04, 152.28, 152.95, 53623953
07/22/22, 155.39, 156.28, 153.41, 154.09, 66675406
07/21/22, 154.50, 155.57, 151.94, 155.35, 65086641
07/20/22, 151.12, 153.72, 150.37, 153.04, 64823406
07/19/22, 147.92, 151.23, 146.91, 151.00, 82982367
07/18/22, 150.74, 151.57, 146.70, 147.07, 81420875
07/15/22, 149.78, 150.86, 148.20, 150.17, 76259930
07/14/22, 144.08, 148.95, 143.25, 148.47, 78140734
07/13/22, 142.99, 146.45, 142.1201, 145.49, 71185562
07/12/22, 145.76, 148.45, 145.05, 145.86, 77588758
07/11/22, 145.67, 146.64, 143.78, 144.87, 63305113
07/08/22, 145.265, 147.55, 145.00, 147.04, 64547801
07/07/22, 143.29, 146.55, 143.28, 146.35, 66253711
07/06/22, 141.355, 144.12, 141.08, 142.92, 74064250
07/05/22, 137.77, 141.61, 136.93, 141.56, 73429641
07/01/22, 136.04, 139.04, 135.66, 138.93, 71051555
06/30/22, 137.25, 138.37, 133.7737, 136.72, 98964469
06/29/22, 137.46, 140.67, 136.67, 139.23, 66242406
06/28/22, 142.13, 143.422, 137.325, 137.44, 67315328
06/27/22, 142.695, 143.49, 140.965, 141.66, 70207914
06/24/22, 139.90, 141.91, 139.77, 141.66, 89116844
06/23/22, 136.82, 138.59, 135.63, 138.27, 72433766
06/22/22, 134.79, 137.76, 133.91, 135.35, 73409234
06/21/22, 133.42, 137.06, 133.32, 135.87, 81000484
06/17/22, 130.065, 133.079, 129.81, 131.56, 134520297
06/16/22, 132.08, 132.39, 129.04, 130.06, 107961508
06/15/22, 134.29, 137.34, 132.16, 135.43, 91532969
06/14/22, 133.13, 133.89, 131.48, 132.76, 84784328
06/13/22, 132.87, 135.20, 131.44, 131.88, 122207102
06/10/22, 140.28, 140.76, 137.06, 137.13, 91566641
06/09/22, 147.08, 147.95, 142.53, 142.64, 69472977
06/08/22, 148.58, 149.8697, 147.46, 147.96, 53950199
06/07/22, 144.345, 149.00, 144.10, 148.71, 67808148
06/06/22, 147.03, 148.5689, 144.90, 146.14, 71598383
06/03/22, 146.90, 147.97, 144.46, 145.38, 88570289
06/02/22, 147.83, 151.27, 146.86, 151.21, 72348062
06/01/22, 149.90, 151.74, 147.68, 148.71, 74286641
05/31/22, 149.07, 150.66, 146.84, 148.84, 103718398
05/27/22, 145.39, 149.68, 145.26, 149.64, 90978492
05/26/22, 137.39, 144.34, 137.14, 143.78, 90601555
05/25/22, 138.43, 141.785, 138.34, 140.52, 92482703
05/24/22, 140.805, 141.97, 137.33, 140.36, 104132703
05/23/22, 137.79, 143.26, 137.65, 143.11, 117726305
05/20/22, 139.09, 140.70, 132.61, 137.59, 137426094
05/19/22, 139.88, 141.66, 136.60, 137.35, 136095594
05/18/22, 146.85, 147.3601, 139.90, 140.82, 109742898
05/17/22, 148.86, 149.77, 146.68, 149.24, 78336250
05/16/22, 145.55, 147.5199, 144.18, 145.54, 86643773
05/13/22, 144.59, 148.105, 143.11, 147.11, 113990898
05/12/22, 142.77, 146.20, 138.80, 142.56, 182602000
05/11/22, 153.50, 155.45, 145.81, 146.50, 142689797
05/10/22, 155.52, 156.74, 152.93, 154.51, 115366703
05/09/22, 154.925, 155.83, 151.49, 152.06, 131577906
05/06/22, 156.01, 159.44, 154.18, 157.28, 116124602
05/05/22, 163.85, 164.08, 154.95, 156.77, 130525297
05/04/22, 159.67, 166.48, 159.26, 166.02, 108256492
05/03/22, 158.15, 160.71, 156.32, 159.48, 88966531
05/02/22, 156.71, 158.23, 153.27, 157.96, 123055297
04/29/22, 161.84, 166.20, 157.25, 157.65, 131747594
04/28/22, 159.25, 164.515, 158.93, 163.64, 130216797
04/27/22, 155.91, 159.79, 155.38, 156.57, 88063195
04/26/22, 162.25, 162.34, 156.72, 156.80, 95623242
04/25/22, 161.12, 163.17, 158.46, 162.88, 96046383
04/22/22, 166.46, 167.8699, 161.50, 161.79, 84882414
04/21/22, 168.91, 171.53, 165.91, 166.42, 87227766
04/20/22, 168.76, 168.88, 166.10, 167.23, 67929805
04/19/22, 165.02, 167.82, 163.91, 167.40, 67723828
04/18/22, 163.92, 166.5984, 163.57, 165.07, 69023938
04/14/22, 170.62, 171.27, 165.04, 165.29, 75329375
04/13/22, 167.39, 171.04, 166.77, 170.40, 70618930
04/12/22, 168.02, 169.87, 166.64, 167.66, 79265188
04/11/22, 168.71, 169.03, 165.50, 165.75, 72246711
04/08/22, 171.78, 171.78, 169.20, 170.09, 76575516
04/07/22, 171.16, 173.36, 169.85, 172.14, 77594648
04/06/22, 172.36, 173.63, 170.13, 171.83, 89058781
04/05/22, 177.50, 178.30, 174.415, 175.06, 73401789
04/04/22, 174.57, 178.49, 174.44, 178.44, 76545984
04/01/22, 174.03, 174.88, 171.94, 174.31, 78751328
03/31/22, 177.84, 178.03, 174.40, 174.61, 103049297
03/30/22, 178.55, 179.61, 176.70, 177.77, 92633148
03/29/22, 176.69, 179.01, 176.34, 178.96, 100589398
03/28/22, 172.17, 175.73, 172.00, 175.60, 90371922
03/25/22, 173.88, 175.28, 172.75, 174.72, 80546156
03/24/22, 171.06, 174.14, 170.21, 174.07, 90131422
03/23/22, 167.99, 172.64, 167.65, 170.21, 98062672
03/22/22, 165.51, 169.42, 164.91, 168.82, 81532008
03/21/22, 163.51, 166.35, 163.015, 165.38, 95811352
03/18/22, 160.51, 164.48, 159.76, 163.98, 123511695
03/17/22, 158.61, 161.00, 157.63, 160.62, 75615375
03/16/22, 157.05, 160.00, 154.46, 159.59, 102300203
03/15/22, 150.90, 155.57, 150.38, 155.09, 92964305
03/14/22, 151.45, 154.12, 150.10, 150.62, 108732094
03/11/22, 158.93, 159.28, 154.50, 154.73, 96970094
03/10/22, 160.20, 160.39, 155.98, 158.52, 105342000
03/09/22, 161.475, 163.41, 159.41, 162.95, 91454914
03/08/22, 158.82, 162.88, 155.80, 157.44, 131148297
03/07/22, 163.36, 165.02, 159.04, 159.30, 96418852
03/04/22, 164.49, 165.55, 162.10, 163.17, 83819594
03/03/22, 168.47, 168.91, 165.55, 166.23, 76678438
03/02/22, 164.39, 167.36, 162.95, 166.56, 79724750
03/01/22, 164.695, 166.60, 161.97, 163.20, 83474430
02/28/22, 163.06, 165.42, 162.43, 165.12, 95056633
02/25/22, 163.84, 165.12, 160.8738, 164.85, 91974227
02/24/22, 152.58, 162.85, 152.00, 162.74, 141147500
02/23/22, 165.54, 166.15, 159.75, 160.07, 90009250
02/22/22, 164.98, 166.69, 162.15, 164.32, 91162758
02/18/22, 169.82, 170.5413, 166.19, 167.30, 82772672
02/17/22, 171.03, 171.91, 168.47, 168.88, 69589344
02/16/22, 171.85, 173.34, 170.05, 172.55, 61177398
02/15/22, 170.97, 172.95, 170.25, 172.79, 64286320
02/14/22, 167.37, 169.58, 166.56, 168.88, 86185531
02/11/22, 172.33, 173.08, 168.04, 168.64, 98670688
02/10/22, 174.14, 175.48, 171.55, 172.12, 90865906
02/09/22, 176.05, 176.65, 174.90, 176.28, 71285039
02/08/22, 171.73, 175.35, 171.43, 174.83, 74829219
02/07/22, 172.86, 173.9458, 170.95, 171.66, 77251203
02/04/22, 171.68, 174.10, 170.68, 172.39, 82465398
02/03/22, 174.48, 176.2399, 172.12, 172.90, 89418070
02/02/22, 174.745, 175.88, 173.33, 175.84, 84914258
02/01/22, 174.01, 174.84, 172.31, 174.61, 86213914
01/31/22, 170.16, 175.00, 169.51, 174.78, 115541602
01/28/22, 165.71, 170.35, 162.80, 170.33, 179935703
01/27/22, 162.45, 163.84, 158.28, 159.22, 121954602
01/26/22, 163.50, 164.3894, 157.82, 159.69, 108275297
01/25/22, 158.98, 162.76, 157.02, 159.78, 115798398
01/24/22, 160.02, 162.30, 154.70, 161.62, 162706703
01/21/22, 164.415, 166.33, 162.30, 162.41, 122848898
01/20/22, 166.98, 169.68, 164.18, 164.51, 91420523
01/19/22, 170.00, 171.08, 165.94, 166.23, 94814992
01/18/22, 171.51, 172.54, 169.405, 169.80, 91168727
01/14/22, 171.34, 173.78, 171.09, 173.07, 80440781
01/13/22, 175.78, 176.62, 171.79, 172.19, 84505758
01/12/22, 176.12, 177.18, 174.82, 175.53, 74805172
01/11/22, 172.32, 175.18, 170.82, 175.08, 76138312
01/10/22, 169.08, 172.50, 168.17, 172.19, 106765602
01/07/22, 172.89, 174.14, 171.03, 172.17, 86709148
01/06/22, 172.70, 175.30, 171.64, 172.00, 96903961
01/05/22, 179.61, 180.17, 174.64, 174.92, 94537602
01/04/22, 182.63, 182.94, 179.12, 179.70, 99310438
01/03/22, 177.83, 182.88, 177.71, 182.01, 104701203
12/31/21, 178.085, 179.23, 177.26, 177.57, 64062262
12/30/21, 179.47, 180.57, 178.09, 178.20, 59773008
12/29/21, 179.33, 180.63, 178.14, 179.38, 62348930
12/28/21, 180.16, 181.33, 178.53, 179.29, 79144336
12/27/21, 177.085, 180.42, 177.07, 180.33, 74919586
12/23/21, 175.85, 176.8499, 175.27, 176.28, 68356570
12/22/21, 173.04, 175.86, 172.15, 175.64, 92135297
12/21/21, 171.555, 173.20, 169.12, 172.99, 91185914
12/20/21, 168.28, 170.58, 167.46, 169.75, 107499102
12/17/21, 169.93, 173.47, 169.69, 171.14, 195923391
12/16/21, 179.28, 181.14, 170.75, 172.26, 150185797
12/15/21, 175.11, 179.50, 172.3108, 179.30, 131063297
12/14/21, 175.25, 177.74, 172.21, 174.33, 139380406
12/13/21, 181.115, 182.13, 175.53, 175.74, 153236984
12/10/21, 175.205, 179.63, 174.69, 179.45, 115402703
12/09/21, 174.91, 176.75, 173.92, 174.56, 108923695
12/08/21, 172.125, 175.96, 170.70, 175.08, 116998898
12/07/21, 169.08, 171.58, 168.34, 171.18, 120405398
12/06/21, 164.29, 167.8799, 164.28, 165.32, 107497000
12/03/21, 164.02, 164.96, 159.72, 161.84, 118023102
12/02/21, 158.735, 164.20, 157.80, 163.76, 136739203
12/01/21, 167.48, 170.30, 164.53, 164.77, 152423016
11/30/21, 159.985, 165.52, 159.92, 165.30, 174048094
11/29/21, 159.37, 161.19, 158.7901, 160.24, 88748227
11/26/21, 159.565, 160.45, 156.36, 156.81, 76959750
11/24/21, 160.75, 162.14, 159.64, 161.94, 69463617
11/23/21, 161.12, 161.80, 159.0601, 161.41, 96041906
11/22/21, 161.68, 165.70, 161.00, 161.02, 117467906
11/19/21, 157.65, 161.02, 156.5328, 160.55, 117305602
11/18/21, 153.71, 158.67, 153.05, 157.87, 137827703
11/17/21, 150.995, 155.00, 150.99, 153.49, 88807000
11/16/21, 149.94, 151.488, 149.34, 151.00, 59256207
11/15/21, 150.37, 151.88, 149.43, 150.00, 59222801
11/12/21, 148.43, 150.40, 147.48, 149.99, 63804008
11/11/21, 148.96, 149.43, 147.681, 147.87, 40999953
11/10/21, 150.02, 150.13, 147.85, 147.92, 65187090
11/09/21, 150.20, 151.428, 150.0601, 150.81, 56787930
11/08/21, 151.41, 151.57, 150.16, 150.44, 55020871
11/05/21, 151.89, 152.20, 150.06, 151.28, 65463879
11/04/21, 151.58, 152.43, 150.64, 150.96, 60394621
11/03/21, 150.39, 151.97, 149.82, 151.49, 54511527
11/02/21, 148.66, 151.57, 148.65, 150.02, 69121992
11/01/21, 148.985, 149.70, 147.80, 148.96, 74588258
10/29/21, 147.215, 149.94, 146.4128, 149.80, 124953203
10/28/21, 149.82, 153.165, 149.72, 152.57, 100077906
10/27/21, 149.36, 149.73, 148.49, 148.85, 56094930
10/26/21, 149.33, 150.84, 149.0101, 149.32, 60893398
10/25/21, 148.68, 149.37, 147.6211, 148.64, 50720559
10/22/21, 149.69, 150.18, 148.64, 148.69, 58883441
10/21/21, 148.81, 149.64, 147.87, 149.48, 61420992
10/20/21, 148.70, 149.7539, 148.12, 149.26, 58418793
10/19/21, 147.01, 149.17, 146.55, 148.76, 76378891
10/18/21, 143.445, 146.84, 143.16, 146.55, 85589188
10/15/21, 143.77, 144.895, 143.51, 144.84, 67940328
10/14/21, 142.11, 143.88, 141.51, 143.76, 69907102
10/13/21, 141.235, 141.40, 139.20, 140.91, 78762719
10/12/21, 143.23, 143.25, 141.0401, 141.51, 73035859
10/11/21, 142.27, 144.81, 141.81, 142.81, 64452219
10/08/21, 144.03, 144.1781, 142.56, 142.90, 58773160
10/07/21, 143.06, 144.215, 142.72, 143.29, 61732660
10/06/21, 139.47, 142.15, 138.37, 142.00, 83221117
10/05/21, 139.49, 142.24, 139.36, 141.11, 80861055
10/04/21, 141.76, 142.21, 138.27, 139.14, 98322008
10/01/21, 141.90, 142.92, 139.1101, 142.65, 94639586
09/30/21, 143.66, 144.378, 141.28, 141.50, 89056656
09/29/21, 142.47, 144.45, 142.03, 142.83, 74602039
09/28/21, 143.25, 144.75, 141.69, 141.91, 108972305
09/27/21, 145.47, 145.96, 143.82, 145.37, 74150727
09/24/21, 145.66, 147.4701, 145.56, 146.92, 53477871
09/23/21, 146.65, 147.08, 145.64, 146.83, 64838168
